Stockholm	-500	swedish	norse_pagan_reformed	Birka	undefined	undefined	1000	1
Stockholm	550	swedish	norse_pagan_reformed	Birka	SVE	SVE	1000	1
Stockholm	960	swedish	catholic	Birka	SVE	SVE	1000	1
Stockholm	970	swedish	catholic	Birka	SWE	SVE	1000	1
Stockholm	1240	swedish	catholic	Stockholm	SWE	SVE	1000	1
Stockholm	1436	swedish	catholic	Stockholm	SWE	REB	1000	1
Stockholm	1438	swedish	catholic	Stockholm	SWE	REB	1000	1
Stockholm	1440	swedish	catholic	Stockholm	SWE	SWE	1000	1
Stockholm	1448	swedish	catholic	Stockholm	SWE	SWE	1000	1
Stockholm	1501	swedish	catholic	Stockholm	SWE	DAN	1000	1
Stockholm	1502	swedish	catholic	Stockholm	DAN	SWE	1000	1
Stockholm	1523	swedish	catholic	Stockholm	SWE	SWE	1000	1
Stockholm	1527	swedish	protestant	Stockholm	SWE	SWE	1000	1
Östergötland	-500	swedish	norse_pagan_reformed	Skänninge	undefined	undefined	1000	2
Östergötland	380	swedish	norse_pagan_reformed	Skänninge	GEE	GEE	1000	2
Östergötland	970	swedish	norse_pagan_reformed	Skänninge	SWE	GEE	1000	2
Östergötland	1000	swedish	catholic	Skänninge	SWE	GEE	1000	2
Östergötland	1287	swedish	catholic	Linköping	SWE	GEE	1000	2
Östergötland	1450	swedish	catholic	Linköping	SWE	GEE	1500	2
Östergötland	1487	swedish	catholic	Linköping	SWE	SWE	1500	2
Östergötland	1497	swedish	catholic	Linköping	SWE	SWE	1500	2
Östergötland	1500	swedish	catholic	Linköping	SWE	SWE	1450	2
Östergötland	1501	swedish	catholic	Linköping	SWE	DAN	1450	2
Östergötland	1503	swedish	catholic	Linköping	SWE	SWE	1450	2
Östergötland	1527	swedish	protestant	Linköping	SWE	SWE	1450	2
Östergötland	1570	swedish	protestant	Linköping	SWE	SWE	2057	2
Östergötland	1610	swedish	protestant	Linköping	SWE	SWE	2524	2
Östergötland	1650	swedish	protestant	Linköping	SWE	SWE	3180	2
Östergötland	1690	swedish	protestant	Norrköping	SWE	SWE	4357	2
Östergötland	1730	swedish	protestant	Norrköping	SWE	SWE	4803	2
Östergötland	1770	swedish	protestant	Norrköping	SWE	SWE	7933	2
Östergötland	1810	swedish	protestant	Norrköping	SWE	SWE	9048	2
Småland	-500	swedish	norse_pagan_reformed	Kalmar	undefined	undefined	1000	3
Småland	380	swedish	norse_pagan_reformed	Kalmar	GEE	undefined	1000	3
Småland	970	swedish	norse_pagan_reformed	Kalmar	SWE	undefined	1000	3
Småland	1000	swedish	catholic	Kalmar	SWE	undefined	1000	3
Småland	1200	swedish	catholic	Kalmar	SWE	undefined	1100	3
Småland	1399	swedish	catholic	Kalmar	SWE	undefined	1200	3
Småland	1450	swedish	catholic	Kalmar	SWE	undefined	1500	3
Småland	1469	swedish	catholic	Kalmar	DAN	undefined	1500	3
Småland	1472	swedish	catholic	Kalmar	SWE	undefined	1500	3
Småland	1487	swedish	catholic	Kalmar	SWE	SWE	1500	3
Småland	1497	swedish	catholic	Kalmar	SWE	SWE	1500	3
Småland	1500	swedish	catholic	Kalmar	SWE	SWE	1800	3
Småland	1501	swedish	catholic	Kalmar	DAN	SWE	1800	3
Småland	1510	swedish	catholic	Kalmar	SWE	SWE	1800	3
Småland	1520	swedish	catholic	Kalmar	DAN	SWE	1800	3
Småland	1523	swedish	catholic	Kalmar	SWE	SWE	1800	3
Småland	1527	swedish	protestant	Kalmar	SWE	SWE	1800	3
Småland	1570	swedish	protestant	Kalmar	SWE	SWE	2400	3
Småland	1598	swedish	protestant	Kalmar	SWE	PLC	2400	3
Småland	1599	swedish	protestant	Kalmar	SWE	SWE	2400	3
Småland	1610	swedish	protestant	Kalmar	SWE	SWE	2980	3
Småland	1611	swedish	protestant	Kalmar	SWE	DAN	2980	3
Småland	1613	swedish	protestant	Kalmar	SWE	SWE	2980	3
Bergslagen	-500	swedish	norse_pagan_reformed	Västerås	undefined	undefined	1000	4
Bergslagen	550	swedish	norse_pagan_reformed	Västerås	SVE	undefined	1000	4
Bergslagen	970	swedish	norse_pagan_reformed	Västerås	SWE	undefined	1000	4
Bergslagen	1000	swedish	catholic	Västerås	SWE	undefined	1000	4
Bergslagen	1200	swedish	catholic	Västerås	SWE	undefined	1100	4
Bergslagen	1399	swedish	catholic	Västerås	SWE	undefined	1200	4
Bergslagen	1434	swedish	catholic	Västerås	SWE	REB	1200	4
Bergslagen	1436	swedish	catholic	Västerås	SWE	REB	1200	4
Bergslagen	1438	swedish	catholic	Västerås	SWE	REB	1200	4
Bergslagen	1440	swedish	catholic	Västerås	SWE	SWE	1200	4
Bergslagen	1450	swedish	catholic	Västerås	SWE	SWE	1500	4
Bergslagen	1497	swedish	catholic	Västerås	SWE	SWE	1500	4
Bergslagen	1501	swedish	catholic	Västerås	SWE	DAN	1500	4
Bergslagen	1503	swedish	catholic	Västerås	SWE	SWE	1500	4
Bergslagen	1527	swedish	protestant	Västerås	SWE	SWE	1500	4
Bergslagen	1570	swedish	protestant	Västerås	SWE	SWE	1948	4
Bergslagen	1610	swedish	protestant	Västerås	SWE	SWE	2580	4
Bergslagen	1650	swedish	protestant	Västerås	SWE	SWE	3344	4
Bergslagen	1690	swedish	protestant	Västerås	SWE	SWE	3606	4
Bergslagen	1730	swedish	protestant	Västerås	SWE	SWE	4116	4
Bergslagen	1770	swedish	protestant	Västerås	SWE	SWE	4547	4
Värmland	-500	swedish	norse_pagan_reformed	Karlstad	undefined	undefined	1000	5
Värmland	380	swedish	norse_pagan_reformed	Karlstad	GEW	undefined	1000	5
Värmland	872	swedish	norse_pagan_reformed	Karlstad	NOR	undefined	1000	5
Värmland	970	swedish	catholic	Karlstad	NOR	undefined	1000	5
Värmland	1300	swedish	catholic	Karlstad	NOR	undefined	1070	5
Värmland	1399	swedish	catholic	Karlstad	NOR	undefined	1150	5
Värmland	1497	swedish	catholic	Karlstad	NOR	SWE	1150	5
Värmland	1501	swedish	catholic	Karlstad	NOR	DAN	1150	5
Värmland	1502	swedish	catholic	Karlstad	NOR	SWE	1150	5
Värmland	1512	swedish	catholic	Karlstad	SWE	SWE	1150	5
Värmland	1527	swedish	protestant	Karlstad	SWE	SWE	1150	5
Skåne	-500	danish	norse_pagan_reformed	Lund	HER	HER	1000	6
Skåne	380	danish	norse_pagan_reformed	Lund	GEE	HER	1000	6
Skåne	650	danish	norse_pagan_reformed	Lund	DAN	HER	1000	6
Skåne	950	danish	catholic	Lund	DAN	HER	1000	6
Skåne	1000	danish	catholic	Lund	DAN	HER	1100	6
Skåne	1200	danish	catholic	Lund	DAN	HER	1300	6
Skåne	1399	danish	catholic	Lund	DAN	HER	1500	6
Skåne	1525	danish	catholic	Lund	DAN	DAN	1500	6
Skåne	1534	danish	catholic	Lund	DAN	REB	1500	6
Skåne	1536	danish	protestant	Lund	DAN	DAN	1500	6
Skåne	1658	danish	protestant	Lund	SWE	DAN	1500	6
Skåne	1722	swedish	protestant	Lund	SWE	DAN	1500	6
Västergötland	-500	swedish	norse_pagan_reformed	Skara	undefined	undefined	1000	7
Västergötland	380	swedish	norse_pagan_reformed	Skara	GEW	undefined	1000	7
Västergötland	970	swedish	norse_pagan_reformed	Skara	SWE	undefined	1000	7
Västergötland	1000	swedish	catholic	Skara	SWE	undefined	1000	7
Västergötland	1200	swedish	catholic	Skara	SWE	undefined	1200	7
Västergötland	1399	swedish	catholic	Skara	SWE	undefined	1400	7
Västergötland	1450	swedish	catholic	Skara	SWE	undefined	1500	7
Västergötland	1500	swedish	catholic	Skara	SWE	undefined	1850	7
Västergötland	1527	swedish	protestant	Skara	SWE	undefined	1850	7
Västergötland	1570	swedish	protestant	Skara	SWE	undefined	2394	7
Västergötland	1598	swedish	protestant	Skara	SWE	SWE	2394	7
Västergötland	1610	swedish	protestant	Skara	SWE	SWE	2703	7
Västergötland	1612	swedish	protestant	Skara	SWE	DAN	2703	7
Västergötland	1613	swedish	protestant	Skara	SWE	SWE	2703	7
Västergötland	1621	swedish	protestant	Göteborg	SWE	SWE	3200	7
Västergötland	1650	swedish	protestant	Göteborg	SWE	SWE	3653	7
Västergötland	1690	swedish	protestant	Göteborg	SWE	SWE	5071	7
Västergötland	1730	swedish	protestant	Göteborg	SWE	SWE	8000	7
Västergötland	1770	swedish	protestant	Göteborg	SWE	SWE	11143	7
Västergötland	1810	swedish	protestant	Göteborg	SWE	SWE	14346	7
Dalaskogen	-500	swedish	norse_pagan_reformed	Mora	undefined	undefined	1000	8
Dalaskogen	750	swedish	norse_pagan_reformed	Mora	JMT	undefined	1000	8
Dalaskogen	960	swedish	norse_pagan_reformed	Mora	NOR	undefined	1000	8
Dalaskogen	1020	swedish	catholic	Mora	NOR	undefined	1000	8
Dalaskogen	1050	swedish	catholic	Mora	SWE	undefined	1000	8
Dalaskogen	1200	swedish	catholic	Mora	SWE	undefined	1100	8
Dalaskogen	1399	swedish	catholic	Mora	SWE	undefined	1200	8
Dalaskogen	1434	swedish	catholic	Mora	SWE	REB	1200	8
Dalaskogen	1436	swedish	catholic	Mora	SWE	REB	1200	8
Dalaskogen	1438	swedish	catholic	Mora	SWE	REB	1200	8
Dalaskogen	1440	swedish	catholic	Mora	SWE	SWE	1200	8
Dalaskogen	1450	swedish	catholic	Mora	SWE	SWE	1400	8
Dalaskogen	1480	swedish	catholic	Mora	SWE	SWE	1600	8
Dalaskogen	1510	swedish	catholic	Mora	SWE	SWE	1900	8
Dalaskogen	1527	swedish	protestant	Mora	SWE	SWE	1900	8
Dalaskogen	1560	swedish	protestant	Mora	SWE	SWE	2300	8
Dalaskogen	1650	swedish	protestant	Mora	SWE	SWE	2800	8
Dalaskogen	1720	swedish	protestant	Mora	SWE	SWE	3500	8
Dalaskogen	1780	swedish	protestant	Mora	SWE	SWE	3800	8
Hälsingland	-500	swedish	norse_pagan_reformed	Gävle	undefined	undefined	1000	9
Hälsingland	550	swedish	norse_pagan_reformed	Gävle	SVE	undefined	1000	9
Hälsingland	970	swedish	norse_pagan_reformed	Gävle	SWE	undefined	1000	9
Hälsingland	1000	swedish	catholic	Gävle	SWE	undefined	1000	9
Hälsingland	1399	swedish	catholic	Gävle	SWE	undefined	1100	9
Jämtland	-500	norwegian	norse_pagan_reformed	Frösön	undefined	undefined	1000	10
Jämtland	750	norwegian	norse_pagan_reformed	Frösön	JMT	undefined	1000	10
Jämtland	1178	norwegian	catholic	Frösön	JMT	undefined	1000	10
Jämtland	1399	norwegian	catholic	Frösön	JMT	NOR	1100	10
Jämtland	1527	norwegian	protestant	Frösön	JMT	NOR	1100	10
Jämtland	1536	norwegian	protestant	Frösön	DAN	NOR	1100	10
Jämtland	1564	norwegian	protestant	Frösön	DAN	SWE	1100	10
Jämtland	1570	norwegian	protestant	Frösön	DAN	DAN	1100	10
Jämtland	1611	norwegian	protestant	Frösön	DAN	SWE	1100	10
Jämtland	1613	norwegian	protestant	Frösön	DAN	DAN	1100	10
Jämtland	1644	norwegian	protestant	Frösön	DAN	DAN	1100	10
Jämtland	1645	norwegian	protestant	Frösön	SWE	DAN	1100	10
Jämtland	1658	norwegian	protestant	Frösön	SWE	SWE	1100	10
Jämtland	1690	swedish	protestant	Frösön	SWE	SWE	1100	10
Västerbotten	-500	swedish	suomenusko	Umeå	undefined	undefined	1000	11
Västerbotten	750	swedish	suomenusko	Umeå	SMI	undefined	1000	11
Västerbotten	1314	swedish	catholic	Umeå	SMI	undefined	1000	11
Västerbotten	1399	swedish	catholic	Umeå	SMI	undefined	1050	11
Västerbotten	1450	swedish	catholic	Umeå	SMI	undefined	1100	11
Västerbotten	1500	swedish	catholic	Umeå	SMI	undefined	1210	11
Västerbotten	1527	swedish	protestant	Umeå	SMI	undefined	1210	11
Västerbotten	1550	swedish	protestant	Umeå	SMI	undefined	1550	11
Västerbotten	1600	swedish	protestant	Umeå	SMI	undefined	1910	11
Västerbotten	1650	swedish	protestant	Umeå	SMI	undefined	2365	11
Västerbotten	1700	swedish	protestant	Umeå	SMI	undefined	2610	11
Västerbotten	1750	swedish	protestant	Umeå	SMI	undefined	2738	11
Västerbotten	1800	swedish	protestant	Umeå	SMI	undefined	3105	11
Sjælland	-500	danish	norse_pagan_reformed	København	HER	HER	1500	12
Sjælland	340	danish	norse_pagan_reformed	København	DAN	HER	1500	12
Sjælland	700	danish	norse_pagan_reformed	København	DAN	HER	2000	12
Sjælland	800	danish	norse_pagan_reformed	København	DAN	HER	2500	12
Sjælland	900	danish	norse_pagan_reformed	København	DAN	HER	3000	12
Sjælland	960	danish	catholic	København	DAN	HER	3000	12
Sjælland	1000	danish	catholic	København	DAN	HER	3500	12
Sjælland	1100	danish	catholic	København	DAN	HER	4000	12
Sjælland	1300	danish	catholic	København	DAN	HER	4500	12
Sjælland	1399	danish	catholic	København	DAN	HER	5000	12
Sjælland	1450	danish	catholic	København	DAN	HER	5850	12
Sjælland	1500	danish	catholic	København	DAN	HER	2800	12
Sjælland	1534	danish	catholic	København	DAN	REB	2800	12
Sjælland	1536	danish	protestant	København	DAN	DAN	2800	12
Sjælland	1550	danish	protestant	København	DAN	DAN	9800	12
Sjælland	1600	danish	protestant	København	DAN	DAN	14340	12
Sjælland	1650	danish	protestant	København	DAN	DAN	17700	12
Sjælland	1700	danish	protestant	København	DAN	DAN	30500	12
Sjælland	1750	danish	protestant	København	DAN	DAN	45850	12
Sjælland	1800	danish	protestant	København	DAN	DAN	72000	12
Sjælland	1940	danish	protestant	København	GER	DAN	72000	12
Slesvig	-500	hannoverian	germanic	Hedeby	ANL	ANL	1000	13
Slesvig	737	danish	germanic	Hedeby	ANL	ANL	1000	13
Slesvig	900	danish	catholic	Hedeby	ANL	ANL	1000	13
Slesvig	1000	danish	catholic	Hedeby	ANL	ANL	1600	13
Slesvig	1066	danish	catholic	Slesvig	ANL	ANL	1600	13
Slesvig	1200	danish	catholic	Slesvig	ANL	ANL	2200	13
Slesvig	1399	danish	catholic	Slesvig	ANL	ANL	2800	13
Slesvig	1450	danish	catholic	Slesvig	ANL	ANL	3050	13
Slesvig	1460	danish	catholic	Slesvig	DAN	ANL	3050	13
Slesvig	1500	danish	catholic	Slesvig	DAN	ANL	3900	13
Slesvig	1536	danish	protestant	Slesvig	DAN	ANL	3900	13
Slesvig	1550	danish	protestant	Slesvig	DAN	ANL	4870	13
Slesvig	1600	danish	protestant	Slesvig	DAN	ANL	5500	13
Slesvig	1644	danish	protestant	Slesvig	DAN	SWE	5500	13
Slesvig	1645	danish	protestant	Slesvig	DAN	SHL	5500	13
Slesvig	1650	danish	protestant	Slesvig	DAN	SHL	5980	13
Slesvig	1657	danish	protestant	Slesvig	DAN	SWE	5980	13
Slesvig	1658	danish	protestant	Slesvig	SHL	SWE	5980	13
Slesvig	1700	danish	protestant	Slesvig	SHL	SWE	6340	13
Slesvig	1721	danish	protestant	Slesvig	DAN	SWE	6340	13
Slesvig	1750	danish	protestant	Slesvig	DAN	SWE	7500	13
Slesvig	1800	danish	protestant	Slesvig	DAN	SWE	8100	13
Slesvig	1850	danish	protestant	Slesvig	DAN	SWE	10000	13
Slesvig	1852	danish	protestant	Slesvig	SHL	SWE	10000	13
Slesvig	1864	danish	protestant	Schleswig	SHL	SWE	10000	13
Slesvig	1871	danish	protestant	Schleswig	GER	SWE	10000	13
Slesvig	1900	hannoverian	protestant	Schleswig	GER	SWE	10000	13
Slesvig	1945	hannoverian	protestant	Schleswig	WGE	SWE	10000	13
Slesvig	1950	hannoverian	protestant	Schleswig	WGE	SWE	18000	13
Slesvig	1990	hannoverian	protestant	Schleswig	GER	SWE	18000	13
Fyn	-500	danish	norse_pagan_reformed	Odense	JUT	JUT	1000	14
